Date,State,Population,Confirmed,Recovered,Deceased,Tested
Tue May 19 00:00:00 GMT+05:30 2020,MN,3103000,9,2,,2483
Tue May 19 00:00:00 GMT+05:30 2020,MP,82232000,5465,2631,258,116473
Tue May 19 00:00:00 GMT+05:30 2020,MZ,1192000,1,1,,313
Tue May 19 00:00:00 GMT+05:30 2020,NL,2150000,,,,978
Tue May 19 00:00:00 GMT+05:30 2020,OR,43671000,978,307,5,100302
Tue May 19 00:00:00 GMT+05:30 2020,PB,29859000,2002,1642,38,55634
Tue May 19 00:00:00 GMT+05:30 2020,PY,1504000,22,10,,5829
Tue May 19 00:00:00 GMT+05:30 2020,RJ,77264000,5845,3337,143,254533
Tue May 19 00:00:00 GMT+05:30 2020,SK,664000,,,,1204
Tue May 19 00:00:00 GMT+05:30 2020,TG,37220000,1634,1011,38,23388
Tue May 19 00:00:00 GMT+05:30 2020,TN,75695000,12448,4895,85,348174
Tue May 19 00:00:00 GMT+05:30 2020,TR,3992000,173,116,,15083
Tue May 19 00:00:00 GMT+05:30 2020,TT,1332900000,106481,42309,3302,2512388
Tue May 19 00:00:00 GMT+05:30 2020,UN,,814,,,
Tue May 19 00:00:00 GMT+05:30 2020,UP,224979000,4926,2918,123,182184
Tue May 19 00:00:00 GMT+05:30 2020,UT,11141000,111,52,1,14691
Tue May 19 00:00:00 GMT+05:30 2020,WB,96906000,2961,1074,250,102282
Wed May 20 00:00:00 GMT+05:30 2020,AN,397000,33,33,,7082
Wed May 20 00:00:00 GMT+05:30 2020,AP,52221000,2560,1664,53,267612
Wed May 20 00:00:00 GMT+05:30 2020,AR,1504000,1,1,,4157
Wed May 20 00:00:00 GMT+05:30 2020,AS,34293000,189,49,4,47084
Wed May 20 00:00:00 GMT+05:30 2020,BR,119520000,1776,571,9,53361
Wed May 20 00:00:00 GMT+05:30 2020,CH,1179000,202,136,3,3031
Wed May 20 00:00:00 GMT+05:30 2020,CT,28724000,114,59,,39010
Wed May 20 00:00:00 GMT+05:30 2020,DL,19814000,11088,5192,176,150282
Wed May 20 00:00:00 GMT+05:30 2020,DN,959000,1,1,,8137
Wed May 20 00:00:00 GMT+05:30 2020,GA,1540000,50,7,,10136
Wed May 20 00:00:00 GMT+05:30 2020,GJ,67936000,12539,5219,749,160772
Wed May 20 00:00:00 GMT+05:30 2020,HP,7300000,110,50,4,21147
Wed May 20 00:00:00 GMT+05:30 2020,HR,28672000,993,648,14,83944
Wed May 20 00:00:00 GMT+05:30 2020,JH,37403000,290,129,3,39402
Wed May 20 00:00:00 GMT+05:30 2020,JK,13203000,1390,678,18,101950
Wed May 20 00:00:00 GMT+05:30 2020,KA,65798000,1462,556,41,166781
Wed May 20 00:00:00 GMT+05:30 2020,KL,35125000,667,502,4,54633
Wed May 20 00:00:00 GMT+05:30 2020,LA,293000,44,43,,4730
Wed May 20 00:00:00 GMT+05:30 2020,MH,122153000,39297,10318,1390,307535
Wed May 20 00:00:00 GMT+05:30 2020,ML,3224000,14,12,1,3419
Wed May 20 00:00:00 GMT+05:30 2020,MN,3103000,25,2,,3087
Wed May 20 00:00:00 GMT+05:30 2020,MP,82232000,5735,2734,267,120737
Wed May 20 00:00:00 GMT+05:30 2020,MZ,1192000,1,1,,315
Wed May 20 00:00:00 GMT+05:30 2020,NL,2150000,,,,985
Wed May 20 00:00:00 GMT+05:30 2020,OR,43671000,1052,343,6,105914
Wed May 20 00:00:00 GMT+05:30 2020,PB,29859000,2005,1794,38,57737
Wed May 20 00:00:00 GMT+05:30 2020,PY,1504000,23,10,,5960
Wed May 20 00:00:00 GMT+05:30 2020,RJ,77264000,6015,3404,147,265555
Wed May 20 00:00:00 GMT+05:30 2020,SK,664000,,,,1342
Wed May 20 00:00:00 GMT+05:30 2020,TG,37220000,1661,1013,40,23388
Wed May 20 00:00:00 GMT+05:30 2020,TN,75695000,13191,5882,88,360068
Wed May 20 00:00:00 GMT+05:30 2020,TR,3992000,173,116,,15822
Wed May 20 00:00:00 GMT+05:30 2020,TT,1332900000,112201,45422,3436,2615920
Wed May 20 00:00:00 GMT+05:30 2020,UN,,1096,,,
Wed May 20 00:00:00 GMT+05:30 2020,UP,224979000,5175,3066,127,191164
Wed May 20 00:00:00 GMT+05:30 2020,UT,11141000,126,53,1,15503
Wed May 20 00:00:00 GMT+05:30 2020,WB,96906000,3103,1136,253,111002
Thu May 21 00:00:00 GMT+05:30 2020,AN,397000,33,33,,7167
Thu May 21 00:00:00 GMT+05:30 2020,AP,52221000,2605,1705,54,275704
Thu May 21 00:00:00 GMT+05:30 2020,AR,1504000,1,1,,4438
Thu May 21 00:00:00 GMT+05:30 2020,AS,34293000,211,55,4,51730
Thu May 21 00:00:00 GMT+05:30 2020,BR,119520000,1987,571,9,55692
Thu May 21 00:00:00 GMT+05:30 2020,CH,1179000,218,178,3,3369
Thu May 21 00:00:00 GMT+05:30 2020,CT,28724000,128,59,,45522
Thu May 21 00:00:00 GMT+05:30 2020,DL,19814000,11659,5567,194,154385
Thu May 21 00:00:00 GMT+05:30 2020,DN,959000,1,1,,8456
Thu May 21 00:00:00 GMT+05:30 2020,GA,1540000,52,7,,10859
Thu May 21 00:00:00 GMT+05:30 2020,GJ,67936000,12910,5488,773,166152
Thu May 21 00:00:00 GMT+05:30 2020,HP,7300000,152,55,4,22641
Thu May 21 00:00:00 GMT+05:30 2020,HR,28672000,1030,681,14,88138
Thu May 21 00:00:00 GMT+05:30 2020,JH,37403000,303,136,3,41936
Thu May 21 00:00:00 GMT+05:30 2020,JK,13203000,1449,684,20,107108
Thu May 21 00:00:00 GMT+05:30 2020,KA,65798000,1605,571,41,174297
Thu May 21 00:00:00 GMT+05:30 2020,KL,35125000,691,510,4,56373
Thu May 21 00:00:00 GMT+05:30 2020,LA,293000,44,43,,5291
Thu May 21 00:00:00 GMT+05:30 2020,MH,122153000,41642,11726,1454,319921
Thu May 21 00:00:00 GMT+05:30 2020,ML,3224000,14,12,1,3419
Thu May 21 00:00:00 GMT+05:30 2020,MN,3103000,25,2,,3087
Thu May 21 00:00:00 GMT+05:30 2020,MP,82232000,5981,2844,271,125608
Thu May 21 00:00:00 GMT+05:30 2020,MZ,1192000,1,1,,320
Thu May 21 00:00:00 GMT+05:30 2020,NL,2150000,,,,1001
Thu May 21 00:00:00 GMT+05:30 2020,OR,43671000,1103,393,7,108432
Thu May 21 00:00:00 GMT+05:30 2020,PB,29859000,2028,1819,39,59618
Thu May 21 00:00:00 GMT+05:30 2020,PY,1504000,23,10,,6106
Thu May 21 00:00:00 GMT+05:30 2020,RJ,77264000,6227,3485,151,275974
Thu May 21 00:00:00 GMT+05:30 2020,SK,664000,,,,1342
Thu May 21 00:00:00 GMT+05:30 2020,TG,37220000,1699,1036,45,23388
Thu May 21 00:00:00 GMT+05:30 2020,TN,75695000,13967,6282,95,372532
Thu May 21 00:00:00 GMT+05:30 2020,TR,3992000,175,148,,16873
Thu May 21 00:00:00 GMT+05:30 2020,TT,1332900000,118224,48553,3584,2719434
Thu May 21 00:00:00 GMT+05:30 2020,UN,,1403,,,
Thu May 21 00:00:00 GMT+05:30 2020,UP,224979000,5515,3204,138,206811
Thu May 21 00:00:00 GMT+05:30 2020,UT,11141000,145,53,1,16528
Thu May 21 00:00:00 GMT+05:30 2020,WB,96906000,3197,1193,259,115244
Fri May 22 00:00:00 GMT+05:30 2020,AN,397000,33,33,,7263
Fri May 22 00:00:00 GMT+05:30 2020,AP,52221000,2667,1731,55,284119
Fri May 22 00:00:00 GMT+05:30 2020,AR,1504000,1,1,,4844
Fri May 22 00:00:00 GMT+05:30 2020,AS,34293000,226,55,4,55791
Fri May 22 00:00:00 GMT+05:30 2020,BR,119520000,2166,629,11,58481
Fri May 22 00:00:00 GMT+05:30 2020,CH,1179000,219,178,3,3531
Fri May 22 00:00:00 GMT+05:30 2020,CT,28724000,172,62,,48116
Fri May 22 00:00:00 GMT+05:30 2020,DL,19814000,12319,5897,208,160255
Fri May 22 00:00:00 GMT+05:30 2020,DN,959000,1,1,,8979
Fri May 22 00:00:00 GMT+05:30 2020,GA,1540000,54,16,,11362
Fri May 22 00:00:00 GMT+05:30 2020,GJ,67936000,13273,5880,802,172562
Fri May 22 00:00:00 GMT+05:30 2020,HP,7300000,168,55,4,24246
Fri May 22 00:00:00 GMT+05:30 2020,HR,28672000,1067,706,16,91119
Fri May 22 00:00:00 GMT+05:30 2020,JH,37403000,323,136,3,43988
Fri May 22 00:00:00 GMT+05:30 2020,JK,13203000,1489,720,20,114859
Fri May 22 00:00:00 GMT+05:30 2020,KA,65798000,1743,597,41,186526
Fri May 22 00:00:00 GMT+05:30 2020,KL,35125000,733,512,5,58382
Fri May 22 00:00:00 GMT+05:30 2020,LA,293000,46,43,,5505
Fri May 22 00:00:00 GMT+05:30 2020,MH,122153000,44582,12583,1517,333087
Fri May 22 00:00:00 GMT+05:30 2020,ML,3224000,14,12,1,3682
Fri May 22 00:00:00 GMT+05:30 2020,MN,3103000,26,2,,3721
Fri May 22 00:00:00 GMT+05:30 2020,MP,82232000,6170,3089,272,129060
Fri May 22 00:00:00 GMT+05:30 2020,MZ,1192000,1,1,,324
Fri May 22 00:00:00 GMT+05:30 2020,NL,2150000,,,,1035
Fri May 22 00:00:00 GMT+05:30 2020,OR,43671000,1189,436,7,113437
Fri May 22 00:00:00 GMT+05:30 2020,PB,29859000,2029,1847,39,62399
Fri May 22 00:00:00 GMT+05:30 2020,PY,1504000,26,10,,6233
Fri May 22 00:00:00 GMT+05:30 2020,RJ,77264000,6494,3680,153,287164
Fri May 22 00:00:00 GMT+05:30 2020,SK,664000,,,,1637
Fri May 22 00:00:00 GMT+05:30 2020,TG,37220000,1761,1043,48,23388
Fri May 22 00:00:00 GMT+05:30 2020,TN,75695000,14753,7128,99,385185
Fri May 22 00:00:00 GMT+05:30 2020,TR,3992000,175,152,,17721
Fri May 22 00:00:00 GMT+05:30 2020,TT,1332900000,124760,51833,3726,2834798
Fri May 22 00:00:00 GMT+05:30 2020,UN,,1620,,,
Fri May 22 00:00:00 GMT+05:30 2020,UP,224979000,5735,3324,152,214060
Fri May 22 00:00:00 GMT+05:30 2020,UT,11141000,153,53,1,18008
Fri May 22 00:00:00 GMT+05:30 2020,WB,96906000,3332,1221,265,120599
Sat May 23 00:00:00 GMT+05:30 2020,AN,397000,33,33,,7327
Sat May 23 00:00:00 GMT+05:30 2020,AP,52221000,2714,1779,56,292969
Sat May 23 00:00:00 GMT+05:30 2020,AR,1504000,1,1,,5206
Sat May 23 00:00:00 GMT+05:30 2020,AS,34293000,347,57,4,60405
Sat May 23 00:00:00 GMT+05:30 2020,BR,119520000,2394,653,11,61220
Sat May 23 00:00:00 GMT+05:30 2020,CH,1179000,225,179,3,3749
Sat May 23 00:00:00 GMT+05:30 2020,CT,28724000,214,64,,49763
Sat May 23 00:00:00 GMT+05:30 2020,DL,19814000,12910,6267,231,165047
Sat May 23 00:00:00 GMT+05:30 2020,DN,959000,2,1,,9298
Sat May 23 00:00:00 GMT+05:30 2020,GA,1540000,55,16,,11945
Sat May 23 00:00:00 GMT+05:30 2020,GJ,67936000,13669,6169,829,178068
Sat May 23 00:00:00 GMT+05:30 2020,HP,7300000,185,57,4,25905
Sat May 23 00:00:00 GMT+05:30 2020,HR,28672000,1131,750,16,94035
Sat May 23 00:00:00 GMT+05:30 2020,JH,37403000,350,141,3,45785
Sat May 23 00:00:00 GMT+05:30 2020,JK,13203000,1569,774,21,124074
Sat May 23 00:00:00 GMT+05:30 2020,KA,65798000,1959,608,42,196196
Sat May 23 00:00:00 GMT+05:30 2020,KL,35125000,795,515,5,60443
Sat May 23 00:00:00 GMT+05:30 2020,LA,293000,49,43,,5727
Sat May 23 00:00:00 GMT+05:30 2020,MH,122153000,47190,13404,1577,348932
Sat May 23 00:00:00 GMT+05:30 2020,ML,3224000,14,12,1,3682
Sat May 23 00:00:00 GMT+05:30 2020,MN,3103000,29,2,,4094
Sat May 23 00:00:00 GMT+05:30 2020,MP,82232000,6371,3267,281,132769
Sat May 23 00:00:00 GMT+05:30 2020,MZ,1192000,1,1,,336
Sat May 23 00:00:00 GMT+05:30 2020,NL,2150000,,,,1065
Sat May 23 00:00:00 GMT+05:30 2020,OR,43671000,1269,497,7,118446
Sat May 23 00:00:00 GMT+05:30 2020,PB,29859000,2045,1870,39,63567
Sat May 23 00:00:00 GMT+05:30 2020,PY,1504000,26,10,,6349
Sat May 23 00:00:00 GMT+05:30 2020,RJ,77264000,6742,3786,160,303935
Sat May 23 00:00:00 GMT+05:30 2020,SK,664000,1,,,1707
Sat May 23 00:00:00 GMT+05:30 2020,TG,37220000,1813,1068,49,23388
Sat May 23 00:00:00 GMT+05:30 2020,TN,75695000,15512,7491,104,397340
Sat May 23 00:00:00 GMT+05:30 2020,TR,3992000,191,152,,18737
Sat May 23 00:00:00 GMT+05:30 2020,TT,1332900000,131425,54409,3868,2943421
Sat May 23 00:00:00 GMT+05:30 2020,UN,,1899,,,
Sat May 23 00:00:00 GMT+05:30 2020,UP,224979000,6017,3406,155,217867
Sat May 23 00:00:00 GMT+05:30 2020,UT,11141000,244,55,1,19248
Sat May 23 00:00:00 GMT+05:30 2020,WB,96906000,3459,1281,269,129608
Sun May 24 00:00:00 GMT+05:30 2020,AN,397000,33,33,,7327
Sun May 24 00:00:00 GMT+05:30 2020,AP,52221000,2780,1841,56,304326
Sun May 24 00:00:00 GMT+05:30 2020,AR,1504000,2,1,,5428
Sun May 24 00:00:00 GMT+05:30 2020,AS,34293000,393,58,4,66444
Sun May 24 00:00:00 GMT+05:30 2020,BR,119520000,2574,702,11,63741
Sun May 24 00:00:00 GMT+05:30 2020,CH,1179000,262,179,4,3904
Sun May 24 00:00:00 GMT+05:30 2020,CT,28724000,252,64,,49763
Sun May 24 00:00:00 GMT+05:30 2020,DL,19814000,13418,6540,261,169873
Sun May 24 00:00:00 GMT+05:30 2020,DN,959000,2,1,,9678
Sun May 24 00:00:00 GMT+05:30 2020,GA,1540000,66,16,,12499
Sun May 24 00:00:00 GMT+05:30 2020,GJ,67936000,14063,6412,858,182868
Sun May 24 00:00:00 GMT+05:30 2020,HP,7300000,203,59,4,27288
Sun May 24 00:00:00 GMT+05:30 2020,HR,28672000,1184,765,16,97006
Sun May 24 00:00:00 GMT+05:30 2020,JH,37403000,370,148,4,48641
Sun May 24 00:00:00 GMT+05:30 2020,JK,13203000,1621,809,21,130433
Sun May 24 00:00:00 GMT+05:30 2020,KA,65798000,2089,654,42,206313
Sun May 24 00:00:00 GMT+05:30 2020,KL,35125000,848,520,6,61900
Sun May 24 00:00:00 GMT+05:30 2020,LA,293000,52,43,,5730
Sun May 24 00:00:00 GMT+05:30 2020,MH,122153000,50231,14600,1635,363470
Sun May 24 00:00:00 GMT+05:30 2020,ML,3224000,14,12,1,3682
Sun May 24 00:00:00 GMT+05:30 2020,MN,3103000,32,4,,4094
Sun May 24 00:00:00 GMT+05:30 2020,MP,82232000,6665,3408,290,135889
Sun May 24 00:00:00 GMT+05:30 2020,MZ,1192000,1,1,,342
Sun May 24 00:00:00 GMT+05:30 2020,NL,2150000,,,,1097
Sun May 24 00:00:00 GMT+05:30 2020,OR,43671000,1336,550,7,123834
Sun May 24 00:00:00 GMT+05:30 2020,PB,29859000,2060,1898,40,66142
Sun May 24 00:00:00 GMT+05:30 2020,PY,1504000,41,12,,6536
Sun May 24 00:00:00 GMT+05:30 2020,RJ,77264000,7028,3848,163,317067
Sun May 24 00:00:00 GMT+05:30 2020,SK,664000,1,,,1855
Sun May 24 00:00:00 GMT+05:30 2020,TG,37220000,1854,1092,53,23388
Sun May 24 00:00:00 GMT+05:30 2020,TN,75695000,16277,8324,112,409615
Sun May 24 00:00:00 GMT+05:30 2020,TR,3992000,194,165,,19278
Sun May 24 00:00:00 GMT+05:30 2020,TT,1332900000,138536,57694,4024,3033591
Sun May 24 00:00:00 GMT+05:30 2020,UN,,2338,,,
Sun May 24 00:00:00 GMT+05:30 2020,UP,224979000,6268,3538,161,229621
Sun May 24 00:00:00 GMT+05:30 2020,UT,11141000,317,58,3,20969
Sun May 24 00:00:00 GMT+05:30 2020,WB,96906000,3667,1339,272,138824
Mon May 25 00:00:00 GMT+05:30 2020,AN,397000,33,33,,7363
Mon May 25 00:00:00 GMT+05:30 2020,AP,52221000,2886,1892,56,314566
Mon May 25 00:00:00 GMT+05:30 2020,AR,1504000,2,1,,5997
Mon May 25 00:00:00 GMT+05:30 2020,AS,34293000,549,63,4,70029
Mon May 25 00:00:00 GMT+05:30 2020,BR,119520000,2737,733,13,63741
Mon May 25 00:00:00 GMT+05:30 2020,CH,1179000,266,187,4,4089
Mon May 25 00:00:00 GMT+05:30 2020,CT,28724000,292,67,,55022
Mon May 25 00:00:00 GMT+05:30 2020,DL,19814000,14053,6771,276,174469
Mon May 25 00:00:00 GMT+05:30 2020,DN,959000,2,1,,10085
Mon May 25 00:00:00 GMT+05:30 2020,GA,1540000,67,19,,12860
Mon May 25 00:00:00 GMT+05:30 2020,GJ,67936000,14468,6636,888,186361
Mon May 25 00:00:00 GMT+05:30 2020,HP,7300000,223,63,4,28346
Mon May 25 00:00:00 GMT+05:30 2020,HR,28672000,1213,802,16,99987
Mon May 25 00:00:00 GMT+05:30 2020,JH,37403000,405,148,4,50709
Mon May 25 00:00:00 GMT+05:30 2020,JK,13203000,1668,809,23,134188
Mon May 25 00:00:00 GMT+05:30 2020,KA,65798000,2182,705,43,219894
Mon May 25 00:00:00 GMT+05:30 2020,KL,35125000,897,532,6,63009
Mon May 25 00:00:00 GMT+05:30 2020,LA,293000,53,43,,5896
Mon May 25 00:00:00 GMT+05:30 2020,MH,122153000,52667,15786,1695,379185
Mon May 25 00:00:00 GMT+05:30 2020,ML,3224000,15,12,1,3682
Mon May 25 00:00:00 GMT+05:30 2020,MN,3103000,36,4,,5041
Mon May 25 00:00:00 GMT+05:30 2020,MP,82232000,6859,3571,300,138584
Mon May 25 00:00:00 GMT+05:30 2020,MZ,1192000,1,1,,359
Mon May 25 00:00:00 GMT+05:30 2020,NL,2150000,3,,,1366
Mon May 25 00:00:00 GMT+05:30 2020,OR,43671000,1438,649,7,127776
Mon May 25 00:00:00 GMT+05:30 2020,PB,29859000,2081,1913,40,67213
Mon May 25 00:00:00 GMT+05:30 2020,PY,1504000,49,17,,6606
Mon May 25 00:00:00 GMT+05:30 2020,RJ,77264000,7300,4056,167,327836
Mon May 25 00:00:00 GMT+05:30 2020,SK,664000,1,,,2103
Mon May 25 00:00:00 GMT+05:30 2020,TG,37220000,1920,1164,56,23388
Mon May 25 00:00:00 GMT+05:30 2020,TN,75695000,17082,8731,119,421450
Mon May 25 00:00:00 GMT+05:30 2020,TR,3992000,198,165,,20871
Mon May 25 00:00:00 GMT+05:30 2020,TT,1332900000,144950,60706,4173,3126119
Mon May 25 00:00:00 GMT+05:30 2020,UN,,2642,,,
Mon May 25 00:00:00 GMT+05:30 2020,UP,224979000,6497,3660,169,235622
Mon May 25 00:00:00 GMT+05:30 2020,UT,11141000,349,58,4,22117
Mon May 25 00:00:00 GMT+05:30 2020,WB,96906000,3816,1414,278,148049
Tue May 26 00:00:00 GMT+05:30 2020,AN,397000,33,33,,7448
Tue May 26 00:00:00 GMT+05:30 2020,AP,52221000,2983,2017,57,322714
Tue May 26 00:00:00 GMT+05:30 2020,AR,1504000,2,1,,6319
Tue May 26 00:00:00 GMT+05:30 2020,AS,34293000,683,63,4,72654
Tue May 26 00:00:00 GMT+05:30 2020,BR,119520000,2968,800,14,63741
Tue May 26 00:00:00 GMT+05:30 2020,CH,1179000,278,187,4,4207
Tue May 26 00:00:00 GMT+05:30 2020,CT,28724000,360,79,,57479
Tue May 26 00:00:00 GMT+05:30 2020,DL,19814000,14465,6954,288,178579
Tue May 26 00:00:00 GMT+05:30 2020,DN,959000,2,1,,10388
Tue May 26 00:00:00 GMT+05:30 2020,GA,1540000,67,28,,13303
Tue May 26 00:00:00 GMT+05:30 2020,GJ,67936000,14829,7137,915,189313
Tue May 26 00:00:00 GMT+05:30 2020,HP,7300000,247,63,4,29379
Tue May 26 00:00:00 GMT+05:30 2020,HR,28672000,1305,824,16,102018
Tue May 26 00:00:00 GMT+05:30 2020,JH,37403000,426,153,4,53309
Tue May 26 00:00:00 GMT+05:30 2020,JK,13203000,1759,833,24,140962
Tue May 26 00:00:00 GMT+05:30 2020,KA,65798000,2283,764,43,228914
Tue May 26 00:00:00 GMT+05:30 2020,KL,35125000,964,542,7,65303
Tue May 26 00:00:00 GMT+05:30 2020,LA,293000,53,43,,5896
Tue May 26 00:00:00 GMT+05:30 2020,MH,122153000,54758,16954,1792,390757
Tue May 26 00:00:00 GMT+05:30 2020,ML,3224000,20,12,1,6553
Tue May 26 00:00:00 GMT+05:30 2020,MN,3103000,39,4,,6233
Tue May 26 00:00:00 GMT+05:30 2020,MP,82232000,7024,3689,305,141508
Tue May 26 00:00:00 GMT+05:30 2020,MZ,1192000,1,1,,438
Tue May 26 00:00:00 GMT+05:30 2020,NL,2150000,4,,,1366
Tue May 26 00:00:00 GMT+05:30 2020,OR,43671000,1517,733,7,131595
Tue May 26 00:00:00 GMT+05:30 2020,PB,29859000,2106,1918,40,69818
Tue May 26 00:00:00 GMT+05:30 2020,PY,1504000,49,17,,6677
Tue May 26 00:00:00 GMT+05:30 2020,RJ,77264000,7536,4276,170,337159
Tue May 26 00:00:00 GMT+05:30 2020,SK,664000,1,,,2255
Tue May 26 00:00:00 GMT+05:30 2020,TG,37220000,2032,1284,57,23388
Tue May 26 00:00:00 GMT+05:30 2020,TN,75695000,17728,9342,130,431739
Tue May 26 00:00:00 GMT+05:30 2020,TR,3992000,232,165,,22049
Tue May 26 00:00:00 GMT+05:30 2020,TT,1332900000,150857,64291,4346,3242160
Tue May 26 00:00:00 GMT+05:30 2020,UN,,2970,,,
Tue May 26 00:00:00 GMT+05:30 2020,UP,224979000,6724,3824,177,240588
Tue May 26 00:00:00 GMT+05:30 2020,UT,11141000,400,64,4,23076
Tue May 26 00:00:00 GMT+05:30 2020,WB,96906000,4009,1486,283,157277
Wed May 27 00:00:00 GMT+05:30 2020,AN,397000,33,33,,7499
Wed May 27 00:00:00 GMT+05:30 2020,AP,52221000,3117,2065,58,332378
Wed May 27 00:00:00 GMT+05:30 2020,AR,1504000,2,1,,6436
Wed May 27 00:00:00 GMT+05:30 2020,AS,34293000,784,88,4,72654
Wed May 27 00:00:00 GMT+05:30 2020,BR,119520000,3036,918,15,68262
Wed May 27 00:00:00 GMT+05:30 2020,CH,1179000,279,187,4,4332
Wed May 27 00:00:00 GMT+05:30 2020,CT,28724000,364,83,,59320
Wed May 27 00:00:00 GMT+05:30 2020,DL,19814000,15257,7264,303,184362
Wed May 27 00:00:00 GMT+05:30 2020,DN,959000,2,1,,10872
Wed May 27 00:00:00 GMT+05:30 2020,GA,1540000,68,37,,13911
Wed May 27 00:00:00 GMT+05:30 2020,GJ,67936000,15205,7547,938,193863
Wed May 27 00:00:00 GMT+05:30 2020,HP,7300000,273,66,6,30852
Wed May 27 00:00:00 GMT+05:30 2020,HR,28672000,1381,838,18,104747
Wed May 27 00:00:00 GMT+05:30 2020,JH,37403000,433,153,4,55427
Wed May 27 00:00:00 GMT+05:30 2020,JK,13203000,1921,854,26,145162
Wed May 27 00:00:00 GMT+05:30 2020,KA,65798000,2418,781,46,241608
Wed May 27 00:00:00 GMT+05:30 2020,KL,35125000,1004,552,7,67961
Wed May 27 00:00:00 GMT+05:30 2020,LA,293000,54,43,,5896
Wed May 27 00:00:00 GMT+05:30 2020,MH,122153000,56948,17918,1897,405020
Wed May 27 00:00:00 GMT+05:30 2020,ML,3224000,20,12,1,6685
Wed May 27 00:00:00 GMT+05:30 2020,MN,3103000,44,4,,6836
Wed May 27 00:00:00 GMT+05:30 2020,MP,82232000,7261,3927,313,146144
Wed May 27 00:00:00 GMT+05:30 2020,MZ,1192000,1,1,,438
Wed May 27 00:00:00 GMT+05:30 2020,NL,2150000,9,,,1554
Wed May 27 00:00:00 GMT+05:30 2020,OR,43671000,1593,812,7,136274
Wed May 27 00:00:00 GMT+05:30 2020,PB,29859000,2139,1918,40,72468
Wed May 27 00:00:00 GMT+05:30 2020,PY,1504000,49,17,,6808
Wed May 27 00:00:00 GMT+05:30 2020,RJ,77264000,7816,4562,173,350600
Wed May 27 00:00:00 GMT+05:30 2020,SK,664000,1,,,2417
Wed May 27 00:00:00 GMT+05:30 2020,TG,37220000,2139,1321,63,23388
Wed May 27 00:00:00 GMT+05:30 2020,TN,75695000,18545,9909,136,442970
Wed May 27 00:00:00 GMT+05:30 2020,TR,3992000,242,165,,23264
Wed May 27 00:00:00 GMT+05:30 2020,TT,1332900000,158103,67725,4534,3362136
Wed May 27 00:00:00 GMT+05:30 2020,UN,,4013,,,
Wed May 27 00:00:00 GMT+05:30 2020,UP,224979000,6991,3991,182,240588
Wed May 27 00:00:00 GMT+05:30 2020,UT,11141000,469,79,4,23975
Wed May 27 00:00:00 GMT+05:30 2020,WB,96906000,4192,1578,289,166513
Thu May 28 00:00:00 GMT+05:30 2020,AN,397000,33,33,,7519
Thu May 28 00:00:00 GMT+05:30 2020,AP,52221000,3245,2133,59,342236
Thu May 28 00:00:00 GMT+05:30 2020,AR,1504000,3,1,,6984
Thu May 28 00:00:00 GMT+05:30 2020,AS,34293000,881,104,4,72654
Thu May 28 00:00:00 GMT+05:30 2020,BR,119520000,3185,1050,15,70275
Thu May 28 00:00:00 GMT+05:30 2020,CH,1179000,289,189,4,4467
Thu May 28 00:00:00 GMT+05:30 2020,CT,28724000,398,83,,61771
Thu May 28 00:00:00 GMT+05:30 2020,DL,19814000,16281,7495,316,191977
Thu May 28 00:00:00 GMT+05:30 2020,DN,959000,2,1,,11177
Thu May 28 00:00:00 GMT+05:30 2020,GA,1540000,69,38,,14782
Thu May 28 00:00:00 GMT+05:30 2020,GJ,67936000,15572,8001,960,198048
Thu May 28 00:00:00 GMT+05:30 2020,HP,7300000,281,73,6,32449
Thu May 28 00:00:00 GMT+05:30 2020,HR,28672000,1504,881,19,108031
Thu May 28 00:00:00 GMT+05:30 2020,JH,37403000,439,153,4,57250
Thu May 28 00:00:00 GMT+05:30 2020,JK,13203000,2036,859,27,153522
Thu May 28 00:00:00 GMT+05:30 2020,KA,65798000,2533,834,46,252078
Thu May 28 00:00:00 GMT+05:30 2020,KL,35125000,1089,555,8,70622
Thu May 28 00:00:00 GMT+05:30 2020,LA,293000,74,43,,5896
Thu May 28 00:00:00 GMT+05:30 2020,MH,122153000,59546,18616,1982,420473
Thu May 28 00:00:00 GMT+05:30 2020,ML,3224000,21,12,1,6685
Thu May 28 00:00:00 GMT+05:30 2020,MN,3103000,55,4,,7758
Thu May 28 00:00:00 GMT+05:30 2020,MP,82232000,7453,4050,321,151182
Thu May 28 00:00:00 GMT+05:30 2020,MZ,1192000,1,1,,516
Thu May 28 00:00:00 GMT+05:30 2020,NL,2150000,18,,,1765
Thu May 28 00:00:00 GMT+05:30 2020,OR,43671000,1660,887,7,139311
Thu May 28 00:00:00 GMT+05:30 2020,PB,29859000,2158,1946,40,72468
Thu May 28 00:00:00 GMT+05:30 2020,PY,1504000,53,17,,6917
Thu May 28 00:00:00 GMT+05:30 2020,RJ,77264000,8067,4815,180,365556
Thu May 28 00:00:00 GMT+05:30 2020,SK,664000,1,,,2626
Thu May 28 00:00:00 GMT+05:30 2020,TG,37220000,2256,1345,67,23388
Thu May 28 00:00:00 GMT+05:30 2020,TN,75695000,19372,10548,148,455216
Thu May 28 00:00:00 GMT+05:30 2020,TR,3992000,244,167,,24126
Thu May 28 00:00:00 GMT+05:30 2020,TT,1332900000,165357,70896,4710,3483838
Thu May 28 00:00:00 GMT+05:30 2020,UN,,4332,,,
