Date,State,Population,Confirmed,Recovered,Deceased,Tested
Thu Nov 05 00:00:00 GMT+05:30 2020,DL,19814000,416653,371155,6769,4932727
Thu Nov 05 00:00:00 GMT+05:30 2020,DN,959000,3263,3199,2,72410
Thu Nov 05 00:00:00 GMT+05:30 2020,GA,1540000,44544,41849,630,308011
Thu Nov 05 00:00:00 GMT+05:30 2020,GJ,67936000,177598,161625,3747,6304418
Thu Nov 05 00:00:00 GMT+05:30 2020,HP,7300000,23809,19755,355,413948
Thu Nov 05 00:00:00 GMT+05:30 2020,HR,28672000,176146,159643,1859,2759529
Thu Nov 05 00:00:00 GMT+05:30 2020,JH,37403000,103543,97964,894,3540776
Thu Nov 05 00:00:00 GMT+05:30 2020,JK,13203000,97224,89905,1517,2414248
Thu Nov 05 00:00:00 GMT+05:30 2020,KA,65798000,838929,794503,11312,8404516
Thu Nov 05 00:00:00 GMT+05:30 2020,KL,35125000,466467,380650,1614,4922200
Thu Nov 05 00:00:00 GMT+05:30 2020,LA,293000,6633,5802,79,78446
Thu Nov 05 00:00:00 GMT+05:30 2020,MH,122153000,1703444,1551282,44804,9250254
Thu Nov 05 00:00:00 GMT+05:30 2020,ML,3224000,9893,8813,91,207471
Thu Nov 05 00:00:00 GMT+05:30 2020,MN,3103000,19725,15750,189,361324
Thu Nov 05 00:00:00 GMT+05:30 2020,MP,82232000,174825,164067,2992,3069092
Thu Nov 05 00:00:00 GMT+05:30 2020,MZ,1192000,2958,2473,2,118253
Thu Nov 05 00:00:00 GMT+05:30 2020,NL,2150000,9264,8078,45,100534
Thu Nov 05 00:00:00 GMT+05:30 2020,OR,43671000,297274,283533,1431,4787026
Thu Nov 05 00:00:00 GMT+05:30 2020,PB,29859000,135834,126932,4281,2687429
Thu Nov 05 00:00:00 GMT+05:30 2020,PY,1504000,35550,33123,598,329907
Thu Nov 05 00:00:00 GMT+05:30 2020,RJ,77264000,205800,187544,1955,3825035
Thu Nov 05 00:00:00 GMT+05:30 2020,SK,664000,4095,3695,75,57421
Thu Nov 05 00:00:00 GMT+05:30 2020,TG,37220000,245682,225664,1362,4484183
Thu Nov 05 00:00:00 GMT+05:30 2020,TN,75695000,736777,706444,11272,10325440
Thu Nov 05 00:00:00 GMT+05:30 2020,TR,3992000,31234,29522,350,469890
Thu Nov 05 00:00:00 GMT+05:30 2020,TT,1332900000,8411034,7764763,125029,115429095
Thu Nov 05 00:00:00 GMT+05:30 2020,UP,224979000,491354,461073,7131,15609500
Thu Nov 05 00:00:00 GMT+05:30 2020,UT,11141000,64065,58823,1047,1078499
Thu Nov 05 00:00:00 GMT+05:30 2020,WB,96906000,393524,350449,7122,4778975
Fri Nov 06 00:00:00 GMT+05:30 2020,AN,397000,4420,4194,60,96214
Fri Nov 06 00:00:00 GMT+05:30 2020,AP,52221000,838363,809770,6768,8507230
Fri Nov 06 00:00:00 GMT+05:30 2020,AR,1504000,15325,13679,43,329760
Fri Nov 06 00:00:00 GMT+05:30 2020,AS,34293000,208389,200381,938,4811501
Fri Nov 06 00:00:00 GMT+05:30 2020,BR,119520000,220992,212911,1129,11738124
Fri Nov 06 00:00:00 GMT+05:30 2020,CH,1179000,14927,13925,230,113593
Fri Nov 06 00:00:00 GMT+05:30 2020,CT,28724000,197991,172513,2412,1947137
Fri Nov 06 00:00:00 GMT+05:30 2020,DL,19814000,423831,377276,6833,4991587
Fri Nov 06 00:00:00 GMT+05:30 2020,DN,959000,3268,3202,2,72410
Fri Nov 06 00:00:00 GMT+05:30 2020,GA,1540000,44747,42056,633,309751
Fri Nov 06 00:00:00 GMT+05:30 2020,GJ,67936000,178633,162946,3751,6365202
Fri Nov 06 00:00:00 GMT+05:30 2020,HP,7300000,24239,20016,359,420648
Fri Nov 06 00:00:00 GMT+05:30 2020,HR,28672000,178413,161176,1880,2782656
Fri Nov 06 00:00:00 GMT+05:30 2020,JH,37403000,103899,98365,895,3576191
Fri Nov 06 00:00:00 GMT+05:30 2020,JK,13203000,97805,90537,1523,2439196
Fri Nov 06 00:00:00 GMT+05:30 2020,KA,65798000,841889,797204,11347,8514653
Fri Nov 06 00:00:00 GMT+05:30 2020,KL,35125000,473469,388504,1641,4985584
Fri Nov 06 00:00:00 GMT+05:30 2020,LA,293000,6718,5854,80,78446
Fri Nov 06 00:00:00 GMT+05:30 2020,MH,122153000,1710314,1562342,44965,9318544
Fri Nov 06 00:00:00 GMT+05:30 2020,ML,3224000,9979,8904,91,208730
Fri Nov 06 00:00:00 GMT+05:30 2020,MN,3103000,19891,16092,191,366212
Fri Nov 06 00:00:00 GMT+05:30 2020,MP,82232000,175603,164923,3004,3096294
Fri Nov 06 00:00:00 GMT+05:30 2020,MZ,1192000,2990,2485,2,119661
Fri Nov 06 00:00:00 GMT+05:30 2020,NL,2150000,9327,8195,45,102234
Fri Nov 06 00:00:00 GMT+05:30 2020,OR,43671000,298768,285174,1446,4838124
Fri Nov 06 00:00:00 GMT+05:30 2020,PB,29859000,136481,127304,4295,2706741
Fri Nov 06 00:00:00 GMT+05:30 2020,PY,1504000,35675,33437,598,333733
Fri Nov 06 00:00:00 GMT+05:30 2020,RJ,77264000,207597,189354,1966,3844472
Fri Nov 06 00:00:00 GMT+05:30 2020,SK,664000,4144,3702,75,57670
Fri Nov 06 00:00:00 GMT+05:30 2020,TG,37220000,247284,226646,1366,4531153
Fri Nov 06 00:00:00 GMT+05:30 2020,TN,75695000,739147,708846,11299,10406226
Fri Nov 06 00:00:00 GMT+05:30 2020,TR,3992000,31344,29643,351,472762
Fri Nov 06 00:00:00 GMT+05:30 2020,TT,1332900000,8461393,7818755,125606,116542304
Fri Nov 06 00:00:00 GMT+05:30 2020,UP,224979000,493527,463240,7155,15762543
Fri Nov 06 00:00:00 GMT+05:30 2020,UT,11141000,64538,59227,1056,1090119
Fri Nov 06 00:00:00 GMT+05:30 2020,WB,96906000,397466,354732,7177,4824327
Sat Nov 07 00:00:00 GMT+05:30 2020,AN,397000,4441,4206,60,97603
Sat Nov 07 00:00:00 GMT+05:30 2020,AP,52221000,840730,812517,6779,8587312
Sat Nov 07 00:00:00 GMT+05:30 2020,AR,1504000,15389,13785,45,331244
Sat Nov 07 00:00:00 GMT+05:30 2020,AS,34293000,208637,200936,940,4834733
Sat Nov 07 00:00:00 GMT+05:30 2020,BR,119520000,221811,213911,1136,11867267
Sat Nov 07 00:00:00 GMT+05:30 2020,CH,1179000,15025,13978,232,114773
Sat Nov 07 00:00:00 GMT+05:30 2020,CT,28724000,199562,173872,2434,1973211
Sat Nov 07 00:00:00 GMT+05:30 2020,DL,19814000,430784,383614,6912,5049020
Sat Nov 07 00:00:00 GMT+05:30 2020,DN,959000,3269,3208,2,72410
Sat Nov 07 00:00:00 GMT+05:30 2020,GA,1540000,44916,42239,641,311014
Sat Nov 07 00:00:00 GMT+05:30 2020,GJ,67936000,179679,163877,3756,6416963
Sat Nov 07 00:00:00 GMT+05:30 2020,HP,7300000,24812,20225,365,426084
Sat Nov 07 00:00:00 GMT+05:30 2020,HR,28672000,180424,162814,1897,2809277
Sat Nov 07 00:00:00 GMT+05:30 2020,JH,37403000,104239,98776,897,3607753
Sat Nov 07 00:00:00 GMT+05:30 2020,JK,13203000,98337,91225,1528,2461279
Sat Nov 07 00:00:00 GMT+05:30 2020,KA,65798000,844147,799439,11369,8620970
Sat Nov 07 00:00:00 GMT+05:30 2020,KL,35125000,480670,395624,1669,5049635
Sat Nov 07 00:00:00 GMT+05:30 2020,LA,293000,6790,5894,80,80291
Sat Nov 07 00:00:00 GMT+05:30 2020,MH,122153000,1714273,1569090,45115,9378531
Sat Nov 07 00:00:00 GMT+05:30 2020,ML,3224000,10047,8959,93,210079
Sat Nov 07 00:00:00 GMT+05:30 2020,MN,3103000,20131,16714,194,368087
Sat Nov 07 00:00:00 GMT+05:30 2020,MP,82232000,176468,165715,3017,3123070
Sat Nov 07 00:00:00 GMT+05:30 2020,MZ,1192000,3032,2526,2,121633
Sat Nov 07 00:00:00 GMT+05:30 2020,NL,2150000,9455,8249,45,102862
Sat Nov 07 00:00:00 GMT+05:30 2020,OR,43671000,300140,286857,1463,4888509
Sat Nov 07 00:00:00 GMT+05:30 2020,PB,29859000,136958,127821,4310,2726398
Sat Nov 07 00:00:00 GMT+05:30 2020,PY,1504000,35744,33932,600,337714
Sat Nov 07 00:00:00 GMT+05:30 2020,RJ,77264000,209438,191132,1979,3865194
Sat Nov 07 00:00:00 GMT+05:30 2020,SK,664000,4195,3721,76,57963
Sat Nov 07 00:00:00 GMT+05:30 2020,TG,37220000,248891,227583,1372,4575797
Sat Nov 07 00:00:00 GMT+05:30 2020,TN,75695000,741488,711198,11324,10486338
Sat Nov 07 00:00:00 GMT+05:30 2020,TR,3992000,31431,29769,353,475245
Sat Nov 07 00:00:00 GMT+05:30 2020,TT,1332900000,8507204,7867291,126163,117736791
Sat Nov 07 00:00:00 GMT+05:30 2020,UP,224979000,495421,465250,7180,15923624
Sat Nov 07 00:00:00 GMT+05:30 2020,UT,11141000,65036,59564,1063,1099557
Sat Nov 07 00:00:00 GMT+05:30 2020,WB,96906000,401394,359071,7235,4869554
Sun Nov 08 00:00:00 GMT+05:30 2020,AN,397000,4450,4221,60,98812
Sun Nov 08 00:00:00 GMT+05:30 2020,AP,52221000,842967,814773,6791,8663975
Sun Nov 08 00:00:00 GMT+05:30 2020,AR,1504000,15436,13881,46,332402
Sun Nov 08 00:00:00 GMT+05:30 2020,AS,34293000,208789,201331,943,4845718
Sun Nov 08 00:00:00 GMT+05:30 2020,BR,119520000,222612,214736,1144,11989797
Sun Nov 08 00:00:00 GMT+05:30 2020,CH,1179000,15134,14024,234,115589
Sun Nov 08 00:00:00 GMT+05:30 2020,CT,28724000,200937,176129,2447,1991002
Sun Nov 08 00:00:00 GMT+05:30 2020,DL,19814000,438529,389683,6989,5099774
Sun Nov 08 00:00:00 GMT+05:30 2020,DN,959000,3269,3215,2,72410
Sun Nov 08 00:00:00 GMT+05:30 2020,GA,1540000,45065,42446,643,312780
Sun Nov 08 00:00:00 GMT+05:30 2020,GJ,67936000,180699,164696,3763,6468154
Sun Nov 08 00:00:00 GMT+05:30 2020,HP,7300000,25486,20375,371,431572
Sun Nov 08 00:00:00 GMT+05:30 2020,HR,28672000,182804,164444,1912,2833607
Sun Nov 08 00:00:00 GMT+05:30 2020,JH,37403000,104442,99074,897,3632362
Sun Nov 08 00:00:00 GMT+05:30 2020,JK,13203000,98892,91681,1533,2486241
Sun Nov 08 00:00:00 GMT+05:30 2020,KA,65798000,846887,801799,11391,8738226
Sun Nov 08 00:00:00 GMT+05:30 2020,KL,35125000,486110,402477,1693,5098433
Sun Nov 08 00:00:00 GMT+05:30 2020,LA,293000,6809,5960,84,80731
Sun Nov 08 00:00:00 GMT+05:30 2020,MH,122153000,1719858,1577322,45240,9440535
Sun Nov 08 00:00:00 GMT+05:30 2020,ML,3224000,10202,9075,93,210079
Sun Nov 08 00:00:00 GMT+05:30 2020,MN,3103000,20376,17072,197,370815
Sun Nov 08 00:00:00 GMT+05:30 2020,MP,82232000,177359,166403,3028,3151590
Sun Nov 08 00:00:00 GMT+05:30 2020,MZ,1192000,3090,2618,2,123015
Sun Nov 08 00:00:00 GMT+05:30 2020,NL,2150000,9474,8350,46,101801
Sun Nov 08 00:00:00 GMT+05:30 2020,OR,43671000,301574,288168,1478,4939390
Sun Nov 08 00:00:00 GMT+05:30 2020,PB,29859000,137445,128217,4318,2747106
Sun Nov 08 00:00:00 GMT+05:30 2020,PY,1504000,35838,34067,601,341534
Sun Nov 08 00:00:00 GMT+05:30 2020,RJ,77264000,211310,192945,1989,3885562
Sun Nov 08 00:00:00 GMT+05:30 2020,SK,664000,4245,3810,78,58173
Sun Nov 08 00:00:00 GMT+05:30 2020,TG,37220000,250331,229064,1377,4618470
Sun Nov 08 00:00:00 GMT+05:30 2020,TN,75695000,743822,713584,11344,10561722
Sun Nov 08 00:00:00 GMT+05:30 2020,TR,3992000,31514,29835,354,477455
Sun Nov 08 00:00:00 GMT+05:30 2020,TT,1332900000,8553911,7915756,126653,118572192
Sun Nov 08 00:00:00 GMT+05:30 2020,UP,224979000,497563,467108,7206,16089592
Sun Nov 08 00:00:00 GMT+05:30 2020,UT,11141000,65279,59719,1065,1110511
Sun Nov 08 00:00:00 GMT+05:30 2020,WB,96906000,405314,363454,7294,4914741
Mon Nov 09 00:00:00 GMT+05:30 2020,AN,397000,4463,4239,60,100025
Mon Nov 09 00:00:00 GMT+05:30 2020,AP,52221000,844359,816322,6802,8725025
Mon Nov 09 00:00:00 GMT+05:30 2020,AR,1504000,15484,13966,46,334117
Mon Nov 09 00:00:00 GMT+05:30 2020,AS,34293000,209117,201839,947,4874244
Mon Nov 09 00:00:00 GMT+05:30 2020,BR,119520000,223477,215587,1151,12105731
Mon Nov 09 00:00:00 GMT+05:30 2020,CH,1179000,15249,14110,237,116839
Mon Nov 09 00:00:00 GMT+05:30 2020,CT,28724000,202523,178838,2464,2017019
Mon Nov 09 00:00:00 GMT+05:30 2020,DL,19814000,443552,396697,7060,5138889
Mon Nov 09 00:00:00 GMT+05:30 2020,DN,959000,3269,3218,2,72410
Mon Nov 09 00:00:00 GMT+05:30 2020,GA,1540000,45209,42678,647,314183
Mon Nov 09 00:00:00 GMT+05:30 2020,GJ,67936000,181670,165689,3768,6519943
Mon Nov 09 00:00:00 GMT+05:30 2020,HP,7300000,26197,20603,378,435604
Mon Nov 09 00:00:00 GMT+05:30 2020,HR,28672000,185231,166595,1919,2852300
Mon Nov 09 00:00:00 GMT+05:30 2020,JH,37403000,104688,99532,905,3656926
Mon Nov 09 00:00:00 GMT+05:30 2020,JK,13203000,99352,92245,1542,2505835
Mon Nov 09 00:00:00 GMT+05:30 2020,KA,65798000,848850,804485,11410,8823191
Mon Nov 09 00:00:00 GMT+05:30 2020,KL,35125000,489703,408460,1715,5130922
Mon Nov 09 00:00:00 GMT+05:30 2020,LA,293000,6934,6003,85,81433
Mon Nov 09 00:00:00 GMT+05:30 2020,MH,122153000,1723135,1577322,45325,9482940
Mon Nov 09 00:00:00 GMT+05:30 2020,ML,3224000,10230,9112,94,212448
Mon Nov 09 00:00:00 GMT+05:30 2020,MN,3103000,20558,17259,198,372932
Mon Nov 09 00:00:00 GMT+05:30 2020,MP,82232000,178168,167084,3034,3177147
Mon Nov 09 00:00:00 GMT+05:30 2020,MZ,1192000,3096,2637,2,123185
Mon Nov 09 00:00:00 GMT+05:30 2020,NL,2150000,9503,8423,46,102210
Mon Nov 09 00:00:00 GMT+05:30 2020,OR,43671000,302793,289689,1494,4984550
Mon Nov 09 00:00:00 GMT+05:30 2020,PB,29859000,137999,128727,4338,2756807
Mon Nov 09 00:00:00 GMT+05:30 2020,PY,1504000,35900,34212,602,344064
Mon Nov 09 00:00:00 GMT+05:30 2020,RJ,77264000,213169,194629,1998,3896209
Mon Nov 09 00:00:00 GMT+05:30 2020,SK,664000,4257,3826,79,58224
Mon Nov 09 00:00:00 GMT+05:30 2020,TG,37220000,251188,230568,1381,4642276
Mon Nov 09 00:00:00 GMT+05:30 2020,TN,75695000,746079,715892,11362,10636999
Mon Nov 09 00:00:00 GMT+05:30 2020,TR,3992000,31540,29942,356,479015
Mon Nov 09 00:00:00 GMT+05:30 2020,TT,1332900000,8591030,7957205,127103,119615857
Mon Nov 09 00:00:00 GMT+05:30 2020,UP,224979000,499190,469003,7231,16227845
Mon Nov 09 00:00:00 GMT+05:30 2020,UT,11141000,65677,59924,1075,1120019
Mon Nov 09 00:00:00 GMT+05:30 2020,WB,96906000,409221,367850,7350,4959087
Tue Nov 10 00:00:00 GMT+05:30 2020,AN,397000,4477,4255,60,101226
Tue Nov 10 00:00:00 GMT+05:30 2020,AP,52221000,846245,818473,6814,8792935
Tue Nov 10 00:00:00 GMT+05:30 2020,AR,1504000,15581,14051,46,336558
Tue Nov 10 00:00:00 GMT+05:30 2020,AS,34293000,209388,202468,952,4899583
Tue Nov 10 00:00:00 GMT+05:30 2020,BR,119520000,224275,216601,1156,12244081
Tue Nov 10 00:00:00 GMT+05:30 2020,CH,1179000,15339,14176,241,118279
Tue Nov 10 00:00:00 GMT+05:30 2020,CT,28724000,204202,180995,2482,2042649
Tue Nov 10 00:00:00 GMT+05:30 2020,DL,19814000,451382,402854,7143,5197924
Tue Nov 10 00:00:00 GMT+05:30 2020,DN,959000,3270,3222,2,72410
Tue Nov 10 00:00:00 GMT+05:30 2020,GA,1540000,45389,42877,651,315761
Tue Nov 10 00:00:00 GMT+05:30 2020,GJ,67936000,182719,166568,3773,6572903
Tue Nov 10 00:00:00 GMT+05:30 2020,HP,7300000,26808,21027,390,441200
Tue Nov 10 00:00:00 GMT+05:30 2020,HR,28672000,187777,168421,1935,2875690
Tue Nov 10 00:00:00 GMT+05:30 2020,JH,37403000,104940,99988,910,3687269
Tue Nov 10 00:00:00 GMT+05:30 2020,JK,13203000,99844,92880,1549,2529786
Tue Nov 10 00:00:00 GMT+05:30 2020,KA,65798000,851212,808700,11430,8932699
Tue Nov 10 00:00:00 GMT+05:30 2020,KL,35125000,495713,415158,1743,5185673
Tue Nov 10 00:00:00 GMT+05:30 2020,LA,293000,7063,6058,85,82192
Tue Nov 10 00:00:00 GMT+05:30 2020,MH,122153000,1726926,1588091,45435,9536182
Tue Nov 10 00:00:00 GMT+05:30 2020,ML,3224000,10296,9241,94,213973
Tue Nov 10 00:00:00 GMT+05:30 2020,MN,3103000,20777,17534,200,372932
Tue Nov 10 00:00:00 GMT+05:30 2020,MP,82232000,179068,167877,3042,3202500
Tue Nov 10 00:00:00 GMT+05:30 2020,MZ,1192000,3156,2684,2,124730
Tue Nov 10 00:00:00 GMT+05:30 2020,NL,2150000,9536,8505,50,102562
Tue Nov 10 00:00:00 GMT+05:30 2020,OR,43671000,303780,291137,1507,5027959
Tue Nov 10 00:00:00 GMT+05:30 2020,PB,29859000,138485,129089,4358,2779972
Tue Nov 10 00:00:00 GMT+05:30 2020,PY,1504000,36000,34325,604,347785
Tue Nov 10 00:00:00 GMT+05:30 2020,RJ,77264000,215071,196338,2008,3921623
Tue Nov 10 00:00:00 GMT+05:30 2020,SK,664000,4308,3839,80,58540
Tue Nov 10 00:00:00 GMT+05:30 2020,TG,37220000,252455,232399,1385,4684766
Tue Nov 10 00:00:00 GMT+05:30 2020,TN,75695000,748225,718129,11387,10709256
Tue Nov 10 00:00:00 GMT+05:30 2020,TR,3992000,31619,29986,356,481806
Tue Nov 10 00:00:00 GMT+05:30 2020,TT,1332900000,8635754,8011844,127614,120769151
Tue Nov 10 00:00:00 GMT+05:30 2020,UP,224979000,501311,471204,7261,16377058
Tue Nov 10 00:00:00 GMT+05:30 2020,UT,11141000,66005,60429,1080,1132143
Tue Nov 10 00:00:00 GMT+05:30 2020,WB,96906000,413112,372265,7403,5003204
Wed Nov 11 00:00:00 GMT+05:30 2020,AN,397000,4494,4267,60,102433
Wed Nov 11 00:00:00 GMT+05:30 2020,AP,52221000,847977,820234,6828,8863340
Wed Nov 11 00:00:00 GMT+05:30 2020,AR,1504000,15657,14126,46,338280
Wed Nov 11 00:00:00 GMT+05:30 2020,AS,34293000,209633,203305,954,4926906
Wed Nov 11 00:00:00 GMT+05:30 2020,BR,119520000,224977,217422,1162,12374768
Wed Nov 11 00:00:00 GMT+05:30 2020,CH,1179000,15434,14233,243,119635
Wed Nov 11 00:00:00 GMT+05:30 2020,CT,28724000,205923,183190,2507,2068640
Wed Nov 11 00:00:00 GMT+05:30 2020,DL,19814000,459975,410118,7228,5262045
Wed Nov 11 00:00:00 GMT+05:30 2020,DN,959000,3270,3224,2,72410
Wed Nov 11 00:00:00 GMT+05:30 2020,GA,1540000,45498,43029,656,317230
Wed Nov 11 00:00:00 GMT+05:30 2020,GJ,67936000,183844,167920,3779,6625876
Wed Nov 11 00:00:00 GMT+05:30 2020,HP,7300000,27418,21386,399,446752
Wed Nov 11 00:00:00 GMT+05:30 2020,HR,28672000,190323,170250,1958,2900690
Wed Nov 11 00:00:00 GMT+05:30 2020,JH,37403000,105224,100302,913,3714582
Wed Nov 11 00:00:00 GMT+05:30 2020,JK,13203000,100351,93313,1558,2551946
Wed Nov 11 00:00:00 GMT+05:30 2020,KA,65798000,853796,811581,11453,9043217
Wed Nov 11 00:00:00 GMT+05:30 2020,KL,35125000,502720,422410,1772,5249865
Wed Nov 11 00:00:00 GMT+05:30 2020,LA,293000,7134,6118,86,83113
Wed Nov 11 00:00:00 GMT+05:30 2020,MH,122153000,1731833,1597255,45560,9600328
Wed Nov 11 00:00:00 GMT+05:30 2020,ML,3224000,10368,9312,94,215624
Wed Nov 11 00:00:00 GMT+05:30 2020,MN,3103000,20957,17698,202,377804
Wed Nov 11 00:00:00 GMT+05:30 2020,MP,82232000,179951,168568,3055,3227919
Wed Nov 11 00:00:00 GMT+05:30 2020,MZ,1192000,3217,2688,2,126142
Wed Nov 11 00:00:00 GMT+05:30 2020,NL,2150000,9578,8595,50,103037
Wed Nov 11 00:00:00 GMT+05:30 2020,OR,43671000,305000,292477,1522,5077119
Wed Nov 11 00:00:00 GMT+05:30 2020,PB,29859000,139184,129549,4389,2801305
Wed Nov 11 00:00:00 GMT+05:30 2020,PY,1504000,36114,34432,605,351706
Wed Nov 11 00:00:00 GMT+05:30 2020,RJ,77264000,217151,198139,2019,3943942
Wed Nov 11 00:00:00 GMT+05:30 2020,SK,664000,4344,3887,82,58792
Wed Nov 11 00:00:00 GMT+05:30 2020,TG,37220000,253651,234234,1390,4729401
Wed Nov 11 00:00:00 GMT+05:30 2020,TN,75695000,750409,720339,11415,10786565
Wed Nov 11 00:00:00 GMT+05:30 2020,TR,3992000,31703,30035,356,484797
Wed Nov 11 00:00:00 GMT+05:30 2020,TT,1332900000,8684039,8064548,128164,121962509
Wed Nov 11 00:00:00 GMT+05:30 2020,UP,224979000,503159,473316,7281,16532078
Wed Nov 11 00:00:00 GMT+05:30 2020,UT,11141000,66788,60900,1086,1144534
Wed Nov 11 00:00:00 GMT+05:30 2020,WB,96906000,416984,376696,7452,5047335
Thu Nov 12 00:00:00 GMT+05:30 2020,AN,397000,4507,4282,61,103599
Thu Nov 12 00:00:00 GMT+05:30 2020,AP,52221000,849705,822011,6837,8940488
Thu Nov 12 00:00:00 GMT+05:30 2020,AR,1504000,15701,14214,47,339487
Thu Nov 12 00:00:00 GMT+05:30 2020,AS,34293000,209835,204076,957,4951256
Thu Nov 12 00:00:00 GMT+05:30 2020,BR,119520000,225500,217958,1167,12510088
Thu Nov 12 00:00:00 GMT+05:30 2020,CH,1179000,15543,14297,244,120681
Thu Nov 12 00:00:00 GMT+05:30 2020,CT,28724000,207740,185152,2527,2094950
Thu Nov 12 00:00:00 GMT+05:30 2020,DL,19814000,467028,416580,7332,5322274
Thu Nov 12 00:00:00 GMT+05:30 2020,DN,959000,3273,3224,2,72410
Thu Nov 12 00:00:00 GMT+05:30 2020,GA,1540000,45605,43221,656,318541
Thu Nov 12 00:00:00 GMT+05:30 2020,GJ,67936000,184964,168958,3785,6680500
Thu Nov 12 00:00:00 GMT+05:30 2020,HP,7300000,28183,21585,405,451647
Thu Nov 12 00:00:00 GMT+05:30 2020,HR,28672000,193111,172265,1979,2930335
Thu Nov 12 00:00:00 GMT+05:30 2020,JH,37403000,105493,100908,917,3738656
Thu Nov 12 00:00:00 GMT+05:30 2020,JK,13203000,100968,93824,1566,2578555
Thu Nov 12 00:00:00 GMT+05:30 2020,KA,65798000,855912,814949,11474,9158603
Thu Nov 12 00:00:00 GMT+05:30 2020,KL,35125000,508257,428529,1797,5307067
Thu Nov 12 00:00:00 GMT+05:30 2020,LA,293000,7211,6151,89,83893
Thu Nov 12 00:00:00 GMT+05:30 2020,MH,122153000,1736329,1605064,45682,9664275
Thu Nov 12 00:00:00 GMT+05:30 2020,ML,3224000,10512,9368,98,217077
Thu Nov 12 00:00:00 GMT+05:30 2020,MN,3103000,21211,17889,207,380271
Thu Nov 12 00:00:00 GMT+05:30 2020,MP,82232000,180997,169260,3065,3254457
Thu Nov 12 00:00:00 GMT+05:30 2020,MZ,1192000,3242,2739,2,127101
Thu Nov 12 00:00:00 GMT+05:30 2020,NL,2150000,9615,8683,50,103513
Thu Nov 12 00:00:00 GMT+05:30 2020,OR,43671000,305986,293741,1536,5122938
Thu Nov 12 00:00:00 GMT+05:30 2020,PB,29859000,139869,130018,4412,2822668
Thu Nov 12 00:00:00 GMT+05:30 2020,PY,1504000,36179,34501,607,355251
Thu Nov 12 00:00:00 GMT+05:30 2020,RJ,77264000,219327,199943,2032,3966824
Thu Nov 12 00:00:00 GMT+05:30 2020,SK,664000,4368,3935,85,58984
Thu Nov 12 00:00:00 GMT+05:30 2020,TG,37220000,254666,235950,1393,4770004
Thu Nov 12 00:00:00 GMT+05:30 2020,TN,75695000,752521,722686,11440,10863921
Thu Nov 12 00:00:00 GMT+05:30 2020,TR,3992000,31762,30185,356,487389
Thu Nov 12 00:00:00 GMT+05:30 2020,TT,1332900000,8728623,8113902,128708,123101739
Thu Nov 12 00:00:00 GMT+05:30 2020,UP,224979000,505424,475175,7302,16684729
Thu Nov 12 00:00:00 GMT+05:30 2020,UT,11141000,67239,61432,1093,1155651
Thu Nov 12 00:00:00 GMT+05:30 2020,WB,96906000,420840,381149,7506,5091700
Fri Nov 13 00:00:00 GMT+05:30 2020,AN,397000,4518,4304,61,104785
Fri Nov 13 00:00:00 GMT+05:30 2020,AP,52221000,851298,824189,6847,9021225
Fri Nov 13 00:00:00 GMT+05:30 2020,AR,1504000,15758,14319,47,341099
Fri Nov 13 00:00:00 GMT+05:30 2020,AS,34293000,210068,204718,958,4977600
Fri Nov 13 00:00:00 GMT+05:30 2020,BR,119520000,226081,218828,1174,12645695
Fri Nov 13 00:00:00 GMT+05:30 2020,CH,1179000,15636,14381,246,121484
Fri Nov 13 00:00:00 GMT+05:30 2020,CT,28724000,209288,187522,2545,2117987
Fri Nov 13 00:00:00 GMT+05:30 2020,DL,19814000,474830,423078,7423,5378827
Fri Nov 13 00:00:00 GMT+05:30 2020,DN,959000,3276,3227,2,72410
Fri Nov 13 00:00:00 GMT+05:30 2020,GA,1540000,45761,43388,658,320092
Fri Nov 13 00:00:00 GMT+05:30 2020,GJ,67936000,186116,170036,3791,6734467
Fri Nov 13 00:00:00 GMT+05:30 2020,HP,7300000,29008,21824,416,455806
Fri Nov 13 00:00:00 GMT+05:30 2020,HR,28672000,195799,174380,2006,2956315
Fri Nov 13 00:00:00 GMT+05:30 2020,JH,37403000,105781,101569,921,3764342
Fri Nov 13 00:00:00 GMT+05:30 2020,JK,13203000,101594,94375,1574,2603471
Fri Nov 13 00:00:00 GMT+05:30 2020,KA,65798000,857928,818392,11491,9276602
Fri Nov 13 00:00:00 GMT+05:30 2020,KL,35125000,514061,434730,1823,5365288
Fri Nov 13 00:00:00 GMT+05:30 2020,LA,293000,7291,6213,89,84408
Fri Nov 13 00:00:00 GMT+05:30 2020,MH,122153000,1740461,1609607,45809,9722961
Fri Nov 13 00:00:00 GMT+05:30 2020,ML,3224000,10582,9455,98,218315
Fri Nov 13 00:00:00 GMT+05:30 2020,MN,3103000,21425,18144,213,382429
Fri Nov 13 00:00:00 GMT+05:30 2020,MP,82232000,182045,170093,3076,3280711
Fri Nov 13 00:00:00 GMT+05:30 2020,MZ,1192000,3309,2792,2,128261
Fri Nov 13 00:00:00 GMT+05:30 2020,NL,2150000,9638,8764,52,103856
Fri Nov 13 00:00:00 GMT+05:30 2020,OR,43671000,307004,295245,1548,5171184
Fri Nov 13 00:00:00 GMT+05:30 2020,PB,29859000,140605,130406,4428,2843699
Fri Nov 13 00:00:00 GMT+05:30 2020,PY,1504000,36252,34571,608,358606
